"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"b_flow[8]" 0.138 0.187 -0.23 0.015 0.134 0.261 0.504 1.001 3000
"b_flow[9]" -0.307 0.061 -0.43 -0.347 -0.307 -0.266 -0.188 1.001 3000
"b_flow[10]" -0.739 0.135 -1.013 -0.827 -0.739 -0.649 -0.48 1.001 3000
"b_flow[11]" -0.2 0.091 -0.422 -0.25 -0.183 -0.132 -0.069 1.002 1500
"b_flow[12]" -0.544 0.079 -0.694 -0.6 -0.545 -0.49 -0.388 1.005 3000
"b_flow[13]" -1.737 0.532 -2.836 -2.084 -1.706 -1.363 -0.764 1.003 700
"b_flow[14]" -0.344 0.691 -1.733 -0.742 -0.345 0.041 1.038 1.003 840
"b_flow[15]" -0.368 0.7 -1.779 -0.773 -0.354 0.045 1.011 1.001 2500
"b_flow[16]" -0.372 0.698 -1.843 -0.779 -0.35 0.046 1.004 1.001 3000
"pCap_U[1]" 0.019 0.014 0.004 0.01 0.015 0.023 0.054 1.002 1700
"pCap_U[2]" 0.018 0.013 0.004 0.009 0.014 0.023 0.052 1.001 3000
"pCap_U[3]" 0.018 0.013 0.004 0.009 0.015 0.023 0.053 1.001 3000
"pCap_U[4]" 0.018 0.013 0.004 0.009 0.014 0.022 0.053 1.001 3000
"pCap_U[5]" 0.017 0.013 0.004 0.009 0.014 0.022 0.051 1.001 2100
"pCap_U[6]" 0.018 0.013 0.004 0.009 0.014 0.022 0.051 1.001 3000
"pCap_U[7]" 0.018 0.013 0.004 0.009 0.014 0.023 0.051 1.001 3000
"pCap_U[8]" 0.017 0.012 0.004 0.009 0.014 0.022 0.048 1.003 900
"pCap_U[9]" 0.024 0.017 0.005 0.012 0.02 0.03 0.069 1.002 1700
"pCap_U[10]" 0.031 0.023 0.007 0.016 0.026 0.04 0.092 1.001 3000
"pCap_U[11]" 0.029 0.004 0.021 0.026 0.028 0.031 0.038 1.001 3000
"pCap_U[12]" 0.045 0.007 0.032 0.04 0.045 0.049 0.059 1.001 3000
"pCap_U[13]" 0.025 0.005 0.016 0.022 0.025 0.028 0.036 1.001 3000
"pCap_U[14]" 0.021 0.003 0.015 0.019 0.021 0.023 0.028 1.001 3000
"pCap_U[15]" 0.03 0.021 0.007 0.016 0.025 0.038 0.085 1.002 1800
"pCap_U[16]" 0.023 0.004 0.016 0.02 0.022 0.025 0.031 1.001 3000
"pCap_U[17]" 0.021 0.004 0.013 0.018 0.021 0.024 0.03 1.001 3000
"pCap_U[18]" 0.017 0.003 0.013 0.015 0.017 0.019 0.023 1.001 3000
"pCap_U[19]" 0.016 0.003 0.011 0.014 0.016 0.018 0.022 1.001 2800
"pCap_U[20]" 0.01 0.003 0.005 0.007 0.009 0.011 0.017 1.001 3000
"pCap_U[21]" 0.015 0.003 0.009 0.012 0.014 0.016 0.021 1.002 1400
"pCap_U[22]" 0.006 0.003 0.002 0.004 0.006 0.008 0.013 1.001 3000
"pCap_U[23]" 0.011 0.009 0.002 0.006 0.009 0.015 0.033 1.001 3000
"pCap_U[24]" 0.018 0.013 0.004 0.009 0.015 0.023 0.052 1.001 3000
"pCap_U[25]" 0.027 0.019 0.006 0.015 0.023 0.035 0.077 1.001 2900
"pCap_U[26]" 0.02 0.012 0.005 0.011 0.017 0.025 0.053 1.001 3000
"pCap_U[27]" 0.034 0.024 0.007 0.018 0.028 0.043 0.099 1.001 3000
"pCap_U[28]" 0.033 0.015 0.011 0.022 0.031 0.041 0.071 1.001 3000
"pCap_U[29]" 0.033 0.023 0.008 0.018 0.027 0.042 0.093 1.001 3000
"pCap_U[30]" 0.03 0.021 0.007 0.016 0.025 0.039 0.085 1.003 770
"pCap_U[31]" 0.03 0.022 0.006 0.015 0.024 0.038 0.09 1.001 2700
"N[1]" 669.238 513.222 37.496 236.773 535.699 996.35 1844.025 1.002 1600
"N[2]" 48.94 287.894 0.001 0.441 3.307 19.282 311.545 1.047 58
"N[3]" 13.122 101.146 0 0.126 1.011 5.752 94.345 1.054 52
"N[4]" 3.552 10.456 0 0.063 0.482 2.603 26.262 1.05 58
"N[5]" 2.409 7.402 0 0.045 0.377 1.751 17.39 1.058 49
"N[6]" 2.105 6.209 0 0.057 0.352 1.572 15.6 1.056 51
"N[7]" 2.203 7.361 0 0.082 0.458 1.813 14.892 1.051 55
"N[8]" 2.295 5.135 0.001 0.134 0.629 2.231 15.4 1.047 59
"N[9]" 4.185 9.719 0.005 0.279 1.144 3.664 29.542 1.048 56
"N[10]" 5.012 8.996 0.027 0.673 2.142 5.765 25.491 1.032 85
"N[11]" 8.359 11.147 0.162 1.802 4.568 10.522 38.366 1.019 130
"N[12]" 13.173 13.127 0.825 4.562 9.471 17.152 47.48 1.006 390
"N[13]" 69.068 47.391 12.483 35.75 57.84 89.205 197.002 1.003 930
"N[14]" 142.981 78.459 37.626 85.307 129.1 181.3 336.407 1.001 3000
"N[15]" 438.262 701.592 42.38 185.2 315.75 522.375 1528.175 1.001 3000
"N[16]" 1057.376 340.583 539.982 830 1009 1226.25 1872.025 1.001 3000
"N[17]" 1855.569 651.434 864.782 1441.5 1752 2164 3352.474 1.001 3000
"N[18]" 1035.707 329.267 509.582 810.325 993.05 1217.25 1811.025 1.001 3000
"N[19]" 1532.533 442.882 792.575 1236.75 1481.5 1774.25 2603.025 1.005 2700
"N[20]" 917.895 526.831 239.895 574.3 812.65 1139 2186.025 1.001 3000
"N[21]" 1896.029 688.487 832.665 1441.75 1792 2225.25 3471.374 1.004 540
"N[22]" 9370.111 5635.532 1965.875 5717.75 8170.5 11540 25070.75 1.001 3000
"N[23]" 2360.719 3532.689 122.35 600.325 1236 2651.998 13200 1.001 3000
"N[24]" 401.847 403.685 31.119 169.175 300.1 494.5 1397.025 1.003 1600
"N[25]" 452.259 464.551 40.315 195.525 326.7 541.675 1630.05 1.001 3000
"N[26]" 372.948 347.741 47.116 172.65 292.15 458.45 1288 1.001 3000
"N[27]" 256.261 241.062 29.818 111.175 190 311.625 890.702 1.002 1900
"N[28]" 17.631 20.15 0.632 4.93 11.425 23.262 70.004 1.001 2200
"N[29]" 6.325 12.052 0.032 0.744 2.505 7.021 35.311 1.001 3000
"N[30]" 1.724 4.766 0 0.037 0.262 1.284 13.781 1.002 1400
"N[31]" 0.593 5.018 0 0 0 0.014 5.309 1.007 330
"Ntot" 22960.499 6952.422 13490 18310 21580 25934.999 41222.746 1.002 1800
"sd.N" 3.268 1.49 1.52 2.28 2.903 3.832 7.336 1.027 85
"sd.Ne" 1.005 0.258 0.617 0.822 0.969 1.144 1.622 1.001 3000
"deviance" 6057.099 52.701 5960 6021 6055 6090 6164.025 1.003 2000
