"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"N[19]" 251.158 70.598 136.597 202.2 243.25 289.525 414.42 1.002 1700
"N[20]" 948.783 796.178 124.05 498.775 758 1153 2910.175 1.002 1300
"N[21]" 336.394 125.37 144.087 250 319.9 403.05 644.327 1.001 3000
"N[22]" 1790.998 1528.365 238.782 944.75 1460 2185 5488.175 1.001 3000
"N[23]" 1472.841 1175.387 203.972 779.2 1200.5 1785.25 4668.318 1.003 790
"N[24]" 676.659 565.604 92.929 342.325 543.35 831.15 2065.1 1.001 3000
"N[25]" 571.834 477.956 70.149 294.5 464.2 700.625 1762.1 1.001 3000
"N[26]" 3203.703 2683.683 401.457 1617.75 2586 3980 10250.998 1.001 3000
"N[27]" 764.844 646.414 106.67 390.95 613.85 924.3 2405.249 1.001 3000
"N[28]" 152.657 149.041 18.116 69.72 115.05 186.375 524.405 1.001 3000
"N[29]" 77.822 75.642 8.418 32.212 57.29 96.445 258.83 1.001 2800
"N[30]" 30.622 35.002 2.094 9.575 20.32 38.392 125.737 1.001 3000
"N[31]" 26.066 30.748 1.568 7.213 16.21 32.955 107.035 1.009 240
"Ntot" 176553.193 49159.801 96366.247 140700 171649.993 207824.995 285304.998 1.001 3000
"sd.N" 1.067 2.086 0.122 0.201 0.284 0.471 7.671 1.248 16
"sd.Ne" 2.171 0.474 1.097 1.934 2.204 2.466 3.059 1.144 25
"deviance" 4690.714 2088.768 3240.975 3547.75 3989 4985.5 10160.25 1.001 3000
