"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"b_flow[7]" -0.139 0.161 -0.424 -0.194 -0.139 -0.089 0.161 1.002 3000
"b_flow[8]" -0.141 0.172 -0.427 -0.19 -0.138 -0.083 0.135 1.018 3000
"pCap_U[1]" 0.062 0.032 0.02 0.039 0.054 0.077 0.144 1.001 3000
"pCap_U[2]" 0.062 0.033 0.019 0.039 0.055 0.078 0.146 1.001 3000
"pCap_U[3]" 0.063 0.034 0.02 0.039 0.055 0.078 0.15 1.001 3000
"pCap_U[4]" 0.062 0.033 0.019 0.038 0.055 0.077 0.144 1.001 3000
"pCap_U[5]" 0.062 0.034 0.019 0.039 0.054 0.077 0.151 1.002 1900
"pCap_U[6]" 0.061 0.032 0.02 0.038 0.054 0.077 0.142 1.001 2600
"pCap_U[7]" 0.06 0.032 0.019 0.038 0.054 0.075 0.142 1.001 3000
"pCap_U[8]" 0.059 0.031 0.018 0.037 0.053 0.074 0.134 1.001 2700
"pCap_U[9]" 0.051 0.027 0.016 0.031 0.044 0.064 0.118 1.001 3000
"pCap_U[10]" 0.048 0.026 0.015 0.03 0.042 0.061 0.114 1.002 1300
"pCap_U[11]" 0.042 0.01 0.025 0.035 0.042 0.049 0.063 1.001 2300
"pCap_U[12]" 0.049 0.026 0.015 0.03 0.043 0.06 0.115 1.001 3000
"pCap_U[13]" 0.071 0.012 0.05 0.063 0.071 0.079 0.097 1.001 3000
"pCap_U[14]" 0.048 0.01 0.031 0.041 0.047 0.054 0.067 1.002 1700
"pCap_U[15]" 0.034 0.006 0.023 0.029 0.033 0.037 0.046 1.001 3000
"pCap_U[16]" 0.017 0.005 0.008 0.013 0.016 0.02 0.029 1.001 3000
"pCap_U[17]" 0.034 0.006 0.024 0.03 0.034 0.038 0.046 1.001 2400
"pCap_U[18]" 0.033 0.008 0.02 0.027 0.032 0.038 0.05 1.002 2000
"pCap_U[19]" 0.018 0.005 0.009 0.015 0.018 0.022 0.031 1.001 3000
"pCap_U[20]" 0.027 0.007 0.015 0.022 0.027 0.032 0.043 1.001 2400
"pCap_U[21]" 0.025 0.007 0.014 0.02 0.025 0.029 0.04 1.002 1700
"pCap_U[22]" 0.04 0.009 0.024 0.033 0.039 0.046 0.058 1.001 3000
"pCap_U[23]" 0.022 0.006 0.012 0.017 0.021 0.025 0.035 1.003 970
"pCap_U[24]" 0.03 0.007 0.017 0.024 0.029 0.034 0.046 1.001 3000
"pCap_U[25]" 0.026 0.007 0.015 0.021 0.025 0.03 0.041 1.001 3000
"pCap_U[26]" 0.042 0.009 0.026 0.036 0.041 0.047 0.062 1.001 2500
"pCap_U[27]" 0.023 0.007 0.012 0.018 0.022 0.026 0.038 1.001 2400
"pCap_U[28]" 0.047 0.025 0.015 0.03 0.041 0.06 0.109 1.001 3000
"pCap_U[29]" 0.044 0.011 0.026 0.037 0.044 0.051 0.068 1.001 3000
"pCap_U[30]" 0.048 0.026 0.014 0.03 0.043 0.061 0.109 1.002 1400
"pCap_U[31]" 0.049 0.027 0.015 0.03 0.044 0.061 0.116 1.001 3000
"N[1]" 1356.614 1298.763 22.218 301.7 892.7 2138.498 4627.05 1.002 1300
"N[2]" 1089.075 1190.459 9.857 193.975 606.55 1642.25 4319.896 1.001 3000
"N[3]" 918.409 1088.697 8.923 152.475 468.95 1276.5 4068.2 1.002 1600
"N[4]" 359.355 286.284 49.606 185.6 290.75 450.05 1084.075 1.001 3000
"N[5]" 1639.833 1410.187 261.962 858.375 1313.5 1951.25 5539.424 1.002 1200
"N[6]" 5355.06 4101.298 747.953 2887.5 4469.5 6506.499 16000.25 1.002 3000
"N[7]" 343.68 283.246 50.21 178.15 273.9 421.75 1026.075 1.001 3000
"N[8]" 1238.13 1067.601 190.7 653.6 993.5 1504.25 3665.499 1.001 3000
"N[9]" 17.027 21.523 0.209 3.4 9.95 22.455 75.245 1.002 1900
"N[10]" 31.885 34.207 2.109 10.917 21.31 41.007 125.41 1.001 3000
"N[11]" 27.026 24.218 2.341 10.257 19.995 35.55 95.046 1.001 3000
"N[12]" 10.152 15.728 0.104 1.882 5.377 12.272 48.952 1.001 3000
"N[13]" 14.567 12.439 1.544 5.535 10.92 19.77 47.075 1.001 3000
"N[14]" 5.626 7.918 0.041 0.922 2.825 7.068 27.094 1.001 2200
"N[15]" 17.929 20.321 1.384 5.121 11.625 23.072 70.994 1.001 3000
"N[16]" 5.619 13.184 0.022 0.504 1.789 5.435 32.443 1.004 1300
"N[17]" 2.892 5.382 0.015 0.269 0.973 3.084 17.22 1.007 900
"N[18]" 2.339 5.717 0.006 0.167 0.629 2.124 16.082 1.005 730
"N[19]" 2.153 6.794 0.003 0.095 0.435 1.609 15.597 1.007 740
"N[20]" 1.38 3.516 0.002 0.059 0.259 1.056 10.101 1.008 1000
"N[21]" 1.282 5.176 0.001 0.034 0.177 0.768 8.566 1.024 180
"N[22]" 0.719 2.355 0 0.018 0.107 0.482 5.385 1.021 240
"N[23]" 0.589 2.275 0 0.01 0.067 0.31 4.623 1.023 190
"N[24]" 0.472 2.282 0 0.006 0.044 0.239 3.545 1.026 380
"N[25]" 0.371 1.891 0 0.003 0.027 0.154 2.785 1.037 150
"N[26]" 0.225 1.034 0 0.002 0.016 0.093 1.89 1.035 190
"N[27]" 0.181 1.067 0 0.001 0.009 0.06 1.447 1.033 190
"N[28]" 0.115 0.624 0 0 0.005 0.035 0.933 1.044 160
"N[29]" 0.089 0.554 0 0 0.002 0.02 0.732 1.05 120
"N[30]" 0.073 0.656 0 0 0.001 0.012 0.459 1.052 150
"N[31]" 0.068 0.855 0 0 0 0.002 0.265 1.057 120
"Ntot" 12442.973 5081.882 5520.9 8995.75 11560 14702.499 24465.476 1.001 3000
"sd.N" 0.642 0.633 0.143 0.296 0.478 0.767 2.035 1.007 360
"sd.Ne" 1.721 0.485 0.989 1.372 1.649 2.008 2.846 1.002 1500
"deviance" 3119.995 167.179 2978 3034 3073 3143 3573 1.001 3000
