"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"N[5]" 2612.13 2127.942 380.287 1391.75 2112.5 3126.998 7977.446 1.002 1300
"N[6]" 5111.054 2646.704 1385.674 3520.75 4708 6075.25 11552.49 1.001 3000
"N[7]" 1543.707 1230.529 230.085 833.075 1262.5 1862.5 4660.499 1.001 3000
"N[8]" 322.909 268.69 39.163 160 258.65 402.125 1022.025 1.001 3000
"N[9]" 1693.882 1319.123 298.177 931.95 1402 2054.25 4964.399 1.003 900
"N[10]" 9063.332 6422.139 1330.446 5064 7677.499 11240 26107.953 1.001 3000
"N[11]" 8091.67 6100.164 1131.925 4397.75 6605 9854 25851.249 1.002 2200
"N[12]" 17463.17 7196.567 6180.972 12970 16424.999 20559.993 35310.25 1.001 3000
"N[13]" 6094.143 4692.776 848.614 3325 5091.5 7452 18450.5 1.001 2100
"N[14]" 224.169 209.201 28.029 107.1 176.65 273.225 728.01 1.001 3000
"N[15]" 384.395 339.202 52.688 197.975 307.3 466.325 1209 1.001 2100
"N[16]" 32.438 36.39 1.924 10.13 21.3 42.05 127.2 1.001 3000
"N[17]" 50.128 52.091 4.745 18.54 35.6 62.772 182.62 1.001 3000
"N[18]" 60.143 65.269 4.917 20.99 41.125 74.527 222.642 1.001 3000
"N[19]" 16.324 25.91 0.128 2.527 7.906 20.02 77.591 1.003 1200
"N[20]" 127.917 79.719 25.049 70.722 111.1 165.55 324.022 1.001 3000
"N[21]" 33.478 40.005 1.872 9.759 20.69 41.78 140.41 1.002 1500
"N[22]" 73.781 70.426 7.866 31.087 54.045 92.52 255.417 1.002 1500
"N[23]" 141.784 129.581 18.369 66.522 109.25 177.625 441.215 1.001 3000
"N[24]" 483.597 393.289 63.953 248.375 389.75 596.9 1527 1.002 1100
"N[25]" 246.724 231.202 34.859 116.625 190.65 300.1 797.575 1.001 3000
"N[26]" 491.438 398.186 65.586 254.725 395.6 601.45 1542.274 1.002 1500
"N[27]" 287.12 262.745 33.328 140.6 223.25 352 940.909 1.002 1900
"N[28]" 301.655 253.525 42.39 147.8 235.95 375.175 918.839 1.002 1800
"N[29]" 26.896 30.346 1.655 8.16 17.71 33.76 108.925 1.002 1500
"N[30]" 8.889 14.448 0.076 1.075 3.748 10.475 49.221 1.002 1400
"N[31]" 22.386 25.513 1.569 6.382 14.18 28.585 93.259 1.001 2200
"Ntot" 55082.153 12955.713 35109.25 46047.5 53194.998 62082.5 85840.5 1.001 3000
"sd.N" 0.584 1.032 0.125 0.203 0.285 0.431 4.127 1.009 410
"sd.Ne" 2.448 0.474 1.516 2.136 2.42 2.744 3.47 1.002 2200
"deviance" 3516.023 366.041 3164.975 3287 3417 3627.5 4438.075 1.001 3000
