"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"pCap_U[12]" 0.2 0.012 0.176 0.191 0.2 0.208 0.225 1.002 1700
"pCap_U[13]" 0.284 0.014 0.257 0.275 0.284 0.293 0.313 1.002 1500
"pCap_U[14]" 0.244 0.013 0.218 0.235 0.244 0.253 0.271 1.001 2200
"pCap_U[15]" 0.252 0.014 0.226 0.243 0.252 0.262 0.28 1.001 3000
"pCap_U[16]" 0.26 0.014 0.233 0.251 0.26 0.269 0.288 1.001 3000
"pCap_U[17]" 0.185 0.097 0.052 0.114 0.167 0.234 0.421 1.001 3000
"pCap_U[18]" 0.196 0.009 0.179 0.19 0.196 0.202 0.214 1.001 3000
"pCap_U[19]" 0.181 0.094 0.051 0.111 0.162 0.234 0.404 1.001 3000
"pCap_U[20]" 0.234 0.011 0.214 0.227 0.234 0.241 0.256 1.001 3000
"pCap_U[21]" 0.215 0.017 0.182 0.203 0.215 0.226 0.249 1.001 3000
"pCap_U[22]" 0.183 0.097 0.049 0.111 0.165 0.235 0.42 1.001 2800
"pCap_U[23]" 0.19 0.098 0.055 0.117 0.172 0.245 0.426 1.001 3000
"pCap_U[24]" 0.196 0.104 0.054 0.12 0.176 0.253 0.448 1.002 1500
"pCap_U[25]" 0.168 0.092 0.047 0.1 0.148 0.216 0.388 1.001 3000
"pCap_U[26]" 0.183 0.097 0.051 0.111 0.165 0.234 0.417 1.001 3000
"pCap_U[27]" 0.174 0.093 0.046 0.106 0.156 0.224 0.396 1.001 3000
"pCap_U[28]" 0.183 0.096 0.049 0.112 0.165 0.236 0.423 1.001 3000
"pCap_U[29]" 0.173 0.095 0.049 0.103 0.154 0.223 0.407 1.002 1700
"pCap_U[30]" 0.178 0.095 0.05 0.107 0.16 0.229 0.412 1.002 1700
"pCap_U[31]" 0.169 0.093 0.044 0.102 0.15 0.216 0.396 1.001 3000
"N[1]" 25.419 43.591 0.34 4.755 12.98 30.42 123.222 1.001 3000
"N[2]" 612.151 626.936 85.716 276.425 443.3 732.375 2151.1 1.002 1100
"N[3]" 875.114 875.522 131.895 409.575 658.65 1020 2932 1.001 3000
"N[4]" 4706.167 4883.183 314.115 1832.75 3215.5 5663.249 19361.747 1.001 3000
"N[5]" 10737.64 8833.643 1655.699 5358.5 8339.5 12954.997 36390.75 1.001 3000
"N[6]" 10554.905 1016.149 8615.975 9956 10500 11090 12870.5 1.001 3000
"N[7]" 16173.893 1362.326 13610 15390 16120 16910 19150.25 1.001 3000
"N[8]" 22717.562 15741.217 2657.397 11320 18934.999 30120 65401.749 1.001 3000
"N[9]" 3.237 3.185 0.121 1.013 2.304 4.43 11.672 1.001 3000
"N[10]" 17.171 8.364 5.438 11.14 15.675 21.672 37.623 1.001 2100
"N[11]" 24.333 9.475 10.07 17.33 22.78 29.502 46.913 1.001 3000
"N[12]" 36.405 12.473 16.91 27.41 34.76 43.69 64.158 1.003 910
"N[13]" 25.704 8.278 12.83 19.66 24.69 30.732 44.882 1.001 3000
"N[14]" 70.361 15.647 44.046 59.127 69.15 80.2 105.9 1.001 3000
"N[15]" 52.078 12.839 30.5 43.05 50.86 59.695 81.214 1.001 3000
"N[16]" 34.948 10.383 18.559 27.437 33.625 41.152 58.9 1.001 3000
"N[17]" 193.99 190.697 41.556 99.737 148.35 226.225 624.672 1.001 3000
"N[18]" 56.115 15.972 30.779 44.75 54.375 65.182 93.172 1.001 3000
"N[19]" 141.871 136.035 29.484 67.9 105.8 168.9 473.11 1.001 3000
"N[20]" 55.611 14.095 32.949 45.385 54.335 63.892 88 1.001 3000
"N[21]" 10.69 6.386 2.635 6.027 9.176 13.822 26.492 1.001 3000
"N[22]" 38.878 36.897 7.29 17.065 27.985 46.897 142.012 1.001 2100
"N[23]" 85.691 80.545 18.227 42.335 66.25 100.975 262.602 1.001 3000
"N[24]" 125.461 108.244 26.639 62.977 96.785 151.55 379.425 1.001 2300
"N[25]" 9.695 11.08 1.186 3.147 6.053 11.995 39.657 1.001 3000
"N[26]" 8.917 10.215 1.142 2.859 5.542 10.96 37.555 1.001 3000
"N[27]" 15.736 16.694 2.521 5.986 10.955 19.43 59.034 1.002 1900
"N[28]" 175.783 171.797 34.869 85.53 131.3 204.975 628.072 1.001 3000
"N[29]" 31.491 32.463 5.395 13.307 22.335 37.425 115.217 1.001 3000
"N[30]" 2.307 4.179 0.012 0.249 0.903 2.64 12.554 1.012 270
"N[31]" 1.501 3.669 0.002 0.094 0.403 1.492 9.845 1.016 160
"Ntot" 67621.23 19285.849 41359.5 53870 63589.999 77312.5 115900 1.001 3000
"sd.N" 0.361 0.319 0.117 0.189 0.266 0.412 1.186 1.014 180
"sd.Ne" 2.297 0.372 1.698 2.028 2.251 2.521 3.146 1.003 990
"deviance" 6830.111 912.041 6143.975 6305 6528 6993 9244.15 1.002 3000
