"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"pCap_U[4]" 0.06 0.03 0.019 0.038 0.054 0.075 0.133 1.001 3000
"pCap_U[5]" 0.059 0.032 0.019 0.037 0.052 0.074 0.143 1.001 3000
"pCap_U[6]" 0.059 0.031 0.019 0.037 0.053 0.074 0.136 1.001 3000
"pCap_U[7]" 0.059 0.032 0.019 0.037 0.052 0.074 0.14 1.001 3000
"pCap_U[8]" 0.059 0.031 0.018 0.037 0.053 0.075 0.137 1.001 3000
"pCap_U[9]" 0.059 0.032 0.019 0.037 0.052 0.073 0.139 1.002 1800
"pCap_U[10]" 0.052 0.027 0.016 0.033 0.047 0.067 0.12 1.001 3000
"pCap_U[11]" 0.088 0.02 0.054 0.073 0.086 0.101 0.133 1.001 3000
"pCap_U[12]" 0.056 0.03 0.018 0.035 0.049 0.07 0.129 1.001 2500
"pCap_U[13]" 0.078 0.012 0.056 0.07 0.078 0.086 0.106 1.001 3000
"pCap_U[14]" 0.128 0.016 0.097 0.116 0.127 0.138 0.162 1.001 3000
"pCap_U[15]" 0.076 0.009 0.059 0.07 0.076 0.082 0.095 1.002 1700
"pCap_U[16]" 0.106 0.015 0.079 0.095 0.105 0.115 0.135 1.001 2300
"pCap_U[17]" 0.062 0.013 0.039 0.053 0.061 0.071 0.091 1.003 990
"pCap_U[18]" 0.044 0.024 0.014 0.028 0.039 0.056 0.107 1.001 2100
"pCap_U[19]" 0.072 0.009 0.055 0.065 0.072 0.078 0.091 1.002 1800
"pCap_U[20]" 0.094 0.013 0.07 0.085 0.093 0.103 0.122 1.002 1400
"pCap_U[21]" 0.051 0.026 0.017 0.032 0.045 0.064 0.118 1.001 3000
"pCap_U[22]" 0.087 0.016 0.059 0.076 0.086 0.098 0.121 1.001 3000
"pCap_U[23]" 0.029 0.008 0.015 0.023 0.028 0.034 0.047 1.001 2900
"pCap_U[24]" 0.027 0.01 0.012 0.02 0.025 0.032 0.05 1.002 2000
"pCap_U[25]" 0.024 0.006 0.015 0.02 0.024 0.028 0.037 1.001 3000
"pCap_U[26]" 0.055 0.029 0.017 0.034 0.048 0.068 0.124 1.001 3000
"pCap_U[27]" 0.055 0.029 0.017 0.035 0.049 0.069 0.129 1.002 1400
"pCap_U[28]" 0.055 0.03 0.017 0.034 0.048 0.069 0.132 1.001 3000
"pCap_U[29]" 0.055 0.029 0.017 0.034 0.049 0.068 0.129 1.001 2000
"pCap_U[30]" 0.056 0.03 0.018 0.035 0.049 0.069 0.133 1.001 2100
"pCap_U[31]" 0.056 0.03 0.017 0.034 0.049 0.07 0.136 1.001 3000
"N[1]" 18.322 24.053 0.338 4.174 10.205 22.847 84.682 1.001 3000
"N[2]" 11.703 16.293 0.079 1.901 5.858 14.977 59.091 1.001 3000
"N[3]" 27.872 30.986 1.72 8.548 18.505 35.827 110.605 1.002 1900
"N[4]" 146.127 123.404 20.079 70.345 115.15 182.1 468.875 1.001 2400
"N[5]" 602.805 488.641 82.309 314.675 493.55 732.6 1939.05 1.001 3000
"N[6]" 1740.354 1366.441 266.317 939.8 1434 2121.25 5359.374 1.001 3000
"N[7]" 24.666 28.195 1.551 7.323 15.705 31.682 99.531 1.001 3000
"N[8]" 8.236 15.479 0.062 1.191 3.538 9.208 46.13 1.001 2400
"N[9]" 6.878 10.657 0.045 0.856 3.005 8.438 35.84 1.003 920
"N[10]" 7.301 13.085 0.038 0.786 2.706 7.978 43.924 1.001 3000
"N[11]" 4.582 6.605 0.04 0.646 2.119 5.763 23.785 1.001 2400
"N[12]" 6.874 10.916 0.049 0.872 2.934 8.277 38.847 1.003 750
"N[13]" 5.35 7.326 0.053 0.865 2.674 6.672 26.062 1.001 3000
"N[14]" 61.996 23.679 26.73 45.655 58.25 74.625 117.505 1.001 3000
"N[15]" 128.668 45.177 59.176 95.63 123.6 154.6 232.602 1.001 3000
"N[16]" 12.335 9.981 1.577 5.19 9.5 16.527 38.511 1.002 1600
"N[17]" 35.311 25.668 5.844 16.87 29.11 45.785 100.9 1.001 3000
"N[18]" 346.287 306.643 37.527 171.975 275.45 420.975 1117.15 1.001 2200
"N[19]" 58.645 29.306 17.429 37.805 53.65 73.64 131.8 1.001 3000
"N[20]" 45.835 22.56 14.139 29.887 41.745 58.232 101.602 1.001 2300
"N[21]" 182.512 158.03 26.823 88.51 138.3 225 598.959 1.001 3000
"N[22]" 179.217 64.876 79.508 134.675 169.35 213.2 332.202 1.001 3000
"N[23]" 969.952 490.53 316.915 668.625 892.9 1155 2055.249 1.002 1800
"N[24]" 1661.113 959.382 394.692 1080.75 1487 1969 4092.144 1.001 3000
"N[25]" 2067.057 764.281 867.18 1567 1977.5 2430.25 3869.2 1.001 2900
"N[26]" 691.892 576.988 93.462 356.2 553.5 834.675 2195.15 1.002 1200
"N[27]" 182.708 151.559 23.95 90.527 146.45 225.625 584.597 1.001 3000
"N[28]" 113.623 104.608 15.147 50.63 88.175 145.125 344.105 1.002 1400
"N[29]" 8.03 12.358 0.04 0.892 3.395 9.803 46.134 1.008 380
"N[30]" 5.14 10.828 0.001 0.214 1.301 5.378 33.845 1.055 80
"N[31]" 2.499 9.995 0 0 0.072 1.303 20.702 1.108 46
"Ntot" 9363.911 2093.437 6249 7969 9059 10400 14280.749 1.001 3000
"sd.N" 2.399 2.764 0.18 0.784 1.608 2.838 10.531 1.029 79
"sd.Ne" 2.092 0.551 1.195 1.713 2.029 2.403 3.313 1.01 220
"deviance" 3127.414 70.213 3035 3086 3116 3151 3297.025 1.001 3000
