"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"b_flow[8]" -0.141 0.231 -0.422 -0.194 -0.142 -0.085 0.128 1.095 3000
"pCap_U[1]" 0.059 0.031 0.019 0.037 0.052 0.073 0.136 1.001 3000
"pCap_U[2]" 0.059 0.031 0.019 0.037 0.052 0.074 0.14 1.001 3000
"pCap_U[3]" 0.059 0.031 0.019 0.037 0.052 0.073 0.137 1.001 3000
"pCap_U[4]" 0.059 0.031 0.019 0.037 0.053 0.074 0.135 1.001 3000
"pCap_U[5]" 0.058 0.03 0.019 0.037 0.052 0.073 0.132 1.002 1100
"pCap_U[6]" 0.058 0.03 0.019 0.036 0.052 0.072 0.133 1.001 3000
"pCap_U[7]" 0.059 0.031 0.018 0.037 0.053 0.075 0.137 1.001 3000
"pCap_U[8]" 0.06 0.032 0.018 0.037 0.053 0.074 0.143 1.002 1900
"pCap_U[9]" 0.059 0.031 0.019 0.037 0.053 0.074 0.137 1.001 3000
"pCap_U[10]" 0.058 0.031 0.018 0.036 0.051 0.072 0.135 1.001 3000
"pCap_U[11]" 0.054 0.028 0.017 0.034 0.048 0.067 0.125 1.001 3000
"pCap_U[12]" 0.037 0.009 0.022 0.03 0.036 0.043 0.057 1.002 1400
"pCap_U[13]" 0.051 0.028 0.015 0.032 0.045 0.062 0.121 1.001 3000
"pCap_U[14]" 0.06 0.011 0.039 0.052 0.059 0.066 0.082 1.002 1500
"pCap_U[15]" 0.056 0.03 0.018 0.035 0.05 0.07 0.131 1.001 3000
"pCap_U[16]" 0.04 0.01 0.023 0.032 0.039 0.046 0.061 1.001 3000
"pCap_U[17]" 0.058 0.031 0.019 0.036 0.051 0.071 0.135 1.001 3000
"pCap_U[18]" 0.057 0.031 0.018 0.035 0.051 0.071 0.135 1.001 3000
"pCap_U[19]" 0.058 0.031 0.018 0.037 0.051 0.072 0.136 1.001 3000
"pCap_U[20]" 0.046 0.01 0.028 0.039 0.045 0.052 0.066 1.001 3000
"pCap_U[21]" 0.04 0.023 0.012 0.024 0.034 0.051 0.097 1.001 3000
"pCap_U[22]" 0.05 0.027 0.015 0.031 0.044 0.062 0.121 1.002 1600
"pCap_U[23]" 0.043 0.008 0.029 0.037 0.042 0.048 0.061 1.001 3000
"pCap_U[24]" 0.046 0.025 0.015 0.029 0.041 0.058 0.107 1.001 2000
"pCap_U[25]" 0.05 0.026 0.016 0.031 0.044 0.062 0.116 1.001 2800
"pCap_U[26]" 0.052 0.027 0.017 0.033 0.047 0.065 0.121 1.001 3000
"pCap_U[27]" 0.054 0.028 0.017 0.034 0.048 0.068 0.123 1.001 3000
"pCap_U[28]" 0.055 0.03 0.017 0.034 0.048 0.069 0.129 1.001 3000
"pCap_U[29]" 0.055 0.029 0.017 0.034 0.048 0.068 0.129 1.001 3000
"pCap_U[30]" 0.055 0.03 0.017 0.034 0.049 0.07 0.13 1.004 650
"pCap_U[31]" 0.057 0.03 0.018 0.035 0.051 0.071 0.133 1.001 3000
"N[1]" 577.326 688.769 8.032 88.645 284.4 824.425 2551.25 1.001 3000
"N[2]" 330.559 503.435 3.414 39.782 123.4 383.9 1976.2 1.004 630
"N[3]" 18.658 20.274 0.894 5.92 12.4 24.035 71.691 1.001 3000
"N[4]" 18.383 20.967 0.699 5.429 11.755 23.925 73.257 1.001 3000
"N[5]" 250.014 423.685 3.006 29.585 82.835 259.925 1546.249 1.001 3000
"N[6]" 111.893 96.153 14.989 54.22 87.275 140.4 360.307 1.001 3000
"N[7]" 745.213 618.472 97.989 386.725 602.25 903.025 2403.77 1.001 3000
"N[8]" 256.195 227.108 36.776 125.6 202.25 311.975 808.247 1.001 3000
"N[9]" 107.501 97.472 15.348 50.142 83.395 133.725 333.737 1.001 2800
"N[10]" 132.858 114.891 16.797 62.75 104.05 164.35 422.747 1.001 3000
"N[11]" 1708.914 1512.544 240.253 887.375 1359 2059.25 5112.96 1.001 2400
"N[12]" 743.904 299.766 301.367 544.675 700.9 880.6 1476.025 1.003 880
"N[13]" 36.475 49.599 2.928 13.517 25.21 45.71 132.607 1.002 1400
"N[14]" 14.265 14.232 0.673 4.984 9.955 19 51.575 1.001 3000
"N[15]" 32.232 31.665 2.758 11.36 22.985 41.655 117.407 1.001 3000
"N[16]" 36.639 29.763 3.892 15.81 28.295 49.857 113.905 1.001 3000
"N[17]" 32.464 34.58 2.44 11.71 22.48 41.807 119.505 1.001 3000
"N[18]" 33.313 35.296 2.773 11.83 23.245 42.74 113.902 1.001 3000
"N[19]" 33.25 33.393 2.841 11.835 23.515 44.37 117.705 1.003 920
"N[20]" 113.471 60.41 30.49 71.95 102.9 142.2 268.127 1.001 3000
"N[21]" 265.07 239.641 30.025 122.775 200.35 328.125 916.929 1.001 2000
"N[22]" 181.321 161.285 23.631 88.34 140.45 222.175 573.918 1.002 1500
"N[23]" 104.671 55.979 28.479 64.417 94.02 132 241.875 1.001 3000
"N[24]" 1063.063 858.035 145.797 569.875 866.45 1288.25 3251.1 1.002 1200
"N[25]" 464.577 369.867 65.736 236.45 373.75 576.675 1408.175 1.001 3000
"N[26]" 550.229 439.328 75.789 281.775 439.85 684.225 1710 1.001 3000
"N[27]" 908.115 775.684 124.129 472.85 736.3 1111 2829.075 1.001 2700
"N[28]" 504.785 416.391 72.782 254.375 410 614.25 1604.025 1.003 800
"N[29]" 1640.846 1347.102 243.897 906.225 1358 1966.25 4982.225 1.002 1100
"N[30]" 997.357 908.041 144.2 508.5 797.15 1195.5 3189.125 1.001 3000
"N[31]" 284.412 246.487 39.079 141.975 220.5 346.825 877.045 1.001 3000
"Ntot" 12298.012 2926.995 8020.575 10360 11880 13722.499 19160.25 1.001 2500
"sd.N" 0.565 0.633 0.14 0.249 0.358 0.58 2.496 1.004 1400
"sd.Ne" 1.576 0.299 1.072 1.369 1.546 1.761 2.235 1.001 2100
"deviance" 3199.489 97.956 3079.975 3141 3181 3237 3412.025 1.009 770
